OID_,FID,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM,VARIETY,MAJORITY,MINORITY,MEDIAN,PCT90
1,0,2598.000000000000000,0.000331428779888,0.000000000000000,65.000000000000000,65.000000000000000,15.413010007698210,13.414397150414954,40043.000000000000000,61,0.000000000000000,52.000000000000000,13.000000000000000,33.000000000000000
2,1,2594.000000000000000,0.000330918496932,0.000000000000000,74.000000000000000,74.000000000000000,16.661912104857361,15.591504924042388,43221.000000000000000,65,0.000000000000000,72.000000000000000,13.000000000000000,41.000000000000000
3,2,2591.000000000000000,0.000330535784715,0.000000000000000,74.000000000000000,74.000000000000000,19.733307603241993,16.705230619413673,51129.000000000000000,67,0.000000000000000,53.000000000000000,16.000000000000000,44.000000000000000
4,3,2591.000000000000000,0.000330535784715,0.000000000000000,67.000000000000000,67.000000000000000,17.037437282902335,15.138309583725155,44144.000000000000000,65,0.000000000000000,3.000000000000000,13.000000000000000,37.000000000000000
5,4,2593.000000000000000,0.000330790926193,0.000000000000000,67.000000000000000,67.000000000000000,9.261858850752011,11.030323135647414,24016.000000000000000,52,0.000000000000000,30.000000000000000,7.000000000000000,21.000000000000000
6,5,2590.000000000000000,0.000330408213976,0.000000000000000,24.000000000000000,24.000000000000000,5.238610038610039,4.494635970594479,13568.000000000000000,23,0.000000000000000,24.000000000000000,5.000000000000000,11.000000000000000
7,6,2590.000000000000000,0.000330408213976,0.000000000000000,35.000000000000000,35.000000000000000,5.675289575289573,6.225862069374791,14699.000000000000000,30,0.000000000000000,29.000000000000000,4.000000000000000,14.000000000000000
8,7,2595.000000000000000,0.000331046067671,0.000000000000000,35.000000000000000,35.000000000000000,6.367244701348748,6.549441894757102,16523.000000000000000,32,0.000000000000000,29.000000000000000,5.000000000000000,15.000000000000000
9,8,2599.000000000000000,0.000331556350627,0.000000000000000,36.000000000000000,36.000000000000000,8.180454020777224,7.521940897726733,21261.000000000000000,35,0.000000000000000,36.000000000000000,7.000000000000000,19.000000000000000
10,9,2590.000000000000000,0.000330408213976,0.000000000000000,60.000000000000000,60.000000000000000,13.911969111969105,12.741928006672746,36032.000000000000000,53,0.000000000000000,51.000000000000000,11.000000000000000,33.000000000000000
11,10,2591.000000000000000,0.000330535784715,0.000000000000000,51.000000000000000,51.000000000000000,13.072558857583932,11.533790052770474,33871.000000000000000,47,0.000000000000000,51.000000000000000,11.000000000000000,31.000000000000000
12,11,2599.000000000000000,0.000331556350627,0.000000000000000,57.000000000000000,57.000000000000000,7.058484032320125,8.709167584242612,18345.000000000000000,44,0.000000000000000,32.000000000000000,4.000000000000000,20.000000000000000
13,12,2588.000000000000000,0.000330153072498,0.000000000000000,25.000000000000000,25.000000000000000,4.071483771251934,5.493419398297790,10537.000000000000000,25,0.000000000000000,19.000000000000000,0.000000000000000,12.000000000000000
14,13,2592.000000000000000,0.000330663355454,0.000000000000000,44.000000000000000,44.000000000000000,6.902777777777775,7.620824600566040,17892.000000000000000,41,0.000000000000000,33.000000000000000,6.000000000000000,16.000000000000000
15,14,2587.000000000000000,0.000330025501759,0.000000000000000,81.000000000000000,81.000000000000000,15.601468882875924,15.081457913413562,40361.000000000000000,75,0.000000000000000,63.000000000000000,12.000000000000000,35.000000000000000
16,15,2593.000000000000000,0.000330790926193,0.000000000000000,81.000000000000000,81.000000000000000,18.059776320863868,15.738287348066645,46829.000000000000000,73,0.000000000000000,57.000000000000000,15.000000000000000,40.000000000000000
17,16,2589.000000000000000,0.000330280643237,0.000000000000000,61.000000000000000,61.000000000000000,13.067207415990731,11.323405313032161,33831.000000000000000,54,0.000000000000000,38.000000000000000,11.000000000000000,29.000000000000000
18,17,2589.000000000000000,0.000330280643237,0.000000000000000,52.000000000000000,52.000000000000000,10.648126689841639,10.726352243448797,27568.000000000000000,51,0.000000000000000,44.000000000000000,7.000000000000000,28.000000000000000
19,18,2588.000000000000000,0.000330153072498,0.000000000000000,51.000000000000000,51.000000000000000,6.015455950540958,7.808997450083886,15568.000000000000000,46,0.000000000000000,41.000000000000000,4.000000000000000,15.000000000000000
